0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-3.00086e+29,-5.945e+29,-8.77677e+29,-1.1443e+30,-1.38934e+30,-1.60828e+30,-1.79704e+30,-1.95222e+30,-2.07105e+30,-2.15154e+30,-2.19239e+30,-2.19318e+30,-2.1542e+30,-2.07661e+30,-1.96226e+30,-1.8138e+30,-1.63444e+30,-1.42808e+30,-1.19907e+30,-9.52226e+29,-6.92622e+29,-4.25609e+29,-1.56584e+29,1.09023e+29,3.6594e+29,6.09095e+29,8.33775e+29,1.03568e+30,1.21102e+30,1.35663e+30,1.46993e+30,1.54911e+30,1.59304e+30,1.60136e+30,1.57446e+30,1.51346e+30,1.42018e+30,1.29712e+30,1.14736e+30,9.74534e+29,7.827e+29,5.76314e+29,3.60053e+29,1.38796e+29,-8.25559e+28,-2.99121e+29,-5.06196e+29,-6.99305e+29,-8.74336e+29,-1.0276e+30,-1.1559e+30,-1.25664e+30,-1.32782e+30,-1.36811e+30,-1.37684e+30,-1.35407e+30,-1.30052e+30,-1.21758e+30,-1.10725e+30,-9.72137e+29,-8.15352e+29,-6.40466e+29,-4.514e+29,-2.52372e+29,-4.77719e+28,1.57906e+29,3.60185e+29,5.54689e+29,7.37242e+29,9.03954e+29,1.0513e+30,1.17622e+30,1.27612e+30,1.34902e+30,1.39347e+30,1.40872e+30,1.39459e+30,1.35159e+30,1.2808e+30,1.18393e+30,1.06323e+30,9.21442e+29,7.61739e+29,5.87672e+29,4.03051e+29,2.11904e+29,1.83457e+28,-1.73477e+29,-3.59506e+29,-5.35834e+29,-6.98813e+29,-8.45112e+29,-9.718e+29,-1.0764e+30,-1.15696e+30,-1.21205e+30,-1.24082e+30,-1.24304e+30,-1.21902e+30,-1.16968e+30,-1.09649e+30,-1.00143e+30,-8.86942e+29,-7.55888e+29,-6.11459e+29,-4.57129e+29,-2.96541e+29,-1.33463e+29,2.83394e+28,1.85149e+29,3.33416e+29,4.69805e+29,5.913e+29,6.95243e+29,7.79417e+29,8.42073e+29,8.81989e+29,8.98471e+29,8.91391e+29,8.61169e+29,8.08772e+29,7.35683e+29,6.43873e+29,5.35743e+29,4.14079e+29,2.81978e+29,1.42784e+29,0
1,-5.99275e+29,-1.18721e+30,-1.75271e+30,-2.28509e+30,-2.77441e+30,-3.2115e+30,-3.58836e+30,-3.89807e+30,-4.13521e+30,-4.29566e+30,-4.377e+30,-4.37821e+30,-4.30006e+30,-4.1447e+30,-3.91598e+30,-3.61903e+30,-3.26045e+30,-2.84788e+30,-2.39014e+30,-1.89673e+30,-1.37792e+30,-8.44294e+29,-3.06733e+29,2.23991e+29,7.37276e+29,1.22304e+30,1.67183e+30,2.07507e+30,2.4252e+30,2.71583e+30,2.94192e+30,3.09975e+30,3.18714e+30,3.20332e+30,3.14912e+30,3.02674e+30,2.83987e+30,2.59345e+30,2.29371e+30,1.94785e+30,1.56406e+30,1.15116e+30,7.18582e+29,2.76018e+29,-1.66675e+29,-5.99794e+29,-1.01389e+30,-1.40005e+30,-1.75003e+30,-2.05646e+30,-2.31299e+30,-2.51437e+30,-2.65665e+30,-2.73713e+30,-2.75455e+30,-2.70895e+30,-2.60182e+30,-2.4359e+30,-2.21525e+30,-1.94504e+30,-1.63152e+30,-1.2818e+30,-9.0375e+29,-5.05777e+29,-9.66881e+28,3.14556e+29,7.1899e+29,1.10787e+30,1.47285e+30,1.80614e+30,2.10072e+30,2.35043e+30,2.55015e+30,2.69584e+30,2.78469e+30,2.81512e+30,2.78685e+30,2.70082e+30,2.55927e+30,2.36557e+30,2.12425e+30,1.84075e+30,1.52148e+30,1.17348e+30,8.04412e+29,4.22294e+29,3.53878e+28,-3.48046e+29,-7.19866e+29,-1.07229e+30,-1.39799e+30,-1.69034e+30,-1.94346e+30,-2.15242e+30,-2.31329e+30,-2.42322e+30,-2.48055e+30,-2.48476e+30,-2.43653e+30,-2.33767e+30,-2.19114e+30,-2.00086e+30,-1.77177e+30,-1.50956e+30,-1.22063e+30,-9.11902e+29,-5.90703e+29,-2.64522e+29,5.9067e+28,3.7267e+29,6.69152e+29,9.41877e+29,1.18478e+30,1.39259e+30,1.56082e+30,1.68603e+30,1.76573e+30,1.79856e+30,1.78425e+30,1.72366e+30,1.61871e+30,1.47238e+30,1.28859e+30,1.07217e+30,8.2867e+29,5.643e+29,2.85739e+29,0
1,-8.9667e+29,-1.77637e+30,-2.62243e+30,-3.41895e+30,-4.15091e+30,-4.80472e+30,-5.36824e+30,-5.8313e+30,-6.18557e+30,-6.42511e+30,-6.54605e+30,-6.54714e+30,-6.42927e+30,-6.19592e+30,-5.85262e+30,-5.4073e+30,-4.86963e+30,-4.25127e+30,-3.56523e+30,-2.82594e+30,-2.04862e+30,-1.24927e+30,-4.44073e+29,3.50726e+29,1.11934e+30,1.84659e+30,2.51837e+30,3.1218e+30,3.64558e+30,4.08017e+30,4.41794e+30,4.65343e+30,4.78329e+30,4.80648e+30,4.72412e+30,4.53967e+30,4.25852e+30,3.88823e+30,3.438e+30,2.91877e+30,2.34268e+30,1.72309e+30,1.07403e+30,4.1013e+29,-2.53935e+29,-9.03532e+29,-1.52457e+30,-2.10363e+30,-2.62841e+30,-3.08784e+30,-3.4724e+30,-3.77426e+30,-3.98744e+30,-4.10799e+30,-4.13393e+30,-4.06542e+30,-3.90461e+30,-3.6557e+30,-3.32472e+30,-2.91947e+30,-2.44927e+30,-1.92485e+30,-1.35795e+30,-7.61229e+29,-1.47847e+29,4.68724e+29,1.07507e+30,1.65807e+30,2.20521e+30,2.70483e+30,3.14639e+30,3.52068e+30,3.81998e+30,4.03831e+30,4.1714e+30,4.21693e+30,4.17443e+30,4.04538e+30,3.83309e+30,3.54267e+30,3.18083e+30,2.75585e+30,2.27721e+30,1.75558e+30,1.20238e+30,6.29677e+29,4.98115e+28,-5.24784e+29,-1.08195e+30,-1.60997e+30,-2.09791e+30,-2.5358e+30,-2.91486e+30,-3.22767e+30,-3.46836e+30,-3.63267e+30,-3.7181e+30,-3.72389e+30,-3.65103e+30,-3.50231e+30,-3.28209e+30,-2.99634e+30,-2.65239e+30,-2.25883e+30,-1.82523e+30,-1.36201e+30,-8.8011e+29,-3.9082e+29,9.4564e+28,5.64891e+29,1.00952e+30,1.41844e+30,1.78262e+30,2.09409e+30,2.3462e+30,2.53371e+30,2.65295e+30,2.70186e+30,2.68005e+30,2.58879e+30,2.43098e+30,2.21108e+30,1.935e+30,1.60994e+30,1.24428e+30,8.47302e+29,4.29036e+29,0
1,-1.19141e+30,-2.36022e+30,-3.48432e+30,-4.54244e+30,-5.51474e+30,-6.38298e+30,-7.13121e+30,-7.74566e+30,-8.21552e+30,-8.5326e+30,-8.69209e+30,-8.692e+30,-8.53384e+30,-8.22195e+30,-7.76402e+30,-7.17028e+30,-6.45392e+30,-5.6302e+30,-4.7167e+30,-3.73238e+30,-2.69773e+30,-1.63387e+30,-5.62486e+29,4.9493e+29,1.51725e+30,2.48436e+30,3.37743e+30,4.17937e+30,4.87513e+30,5.452e+30,5.8999e+30,6.2115e+30,6.38244e+30,6.41126e+30,6.29961e+30,6.05192e+30,5.67562e+30,5.18057e+30,4.57923e+30,3.88599e+30,3.11724e+30,2.29061e+30,1.42493e+30,5.39552e+29,-3.45837e+29,-1.21186e+30,-2.03965e+30,-2.81144e+30,-3.51076e+30,-4.12293e+30,-4.63524e+30,-5.03728e+30,-5.32113e+30,-5.48147e+30,-5.51576e+30,-5.42415e+30,-5.20959e+30,-4.87761e+30,-4.43631e+30,-3.89606e+30,-3.26933e+30,-2.57035e+30,-1.81486e+30,-1.01964e+30,-2.023e+29,6.19265e+29,1.42714e+30,2.20388e+30,2.93279e+30,3.59835e+30,4.18652e+30,4.68502e+30,5.08362e+30,5.37429e+30,5.55142e+30,5.61187e+30,5.55508e+30,5.38296e+30,5.1e+30,4.71295e+30,4.23084e+30,3.66461e+30,3.027e+30,2.33213e+30,1.5953e+30,8.32538e+29,6.03395e+28,-7.04789e+29,-1.44659e+30,-2.14951e+30,-2.79895e+30,-3.38164e+30,-3.88588e+30,-4.3018e+30,-4.62158e+30,-4.83956e+30,-4.95242e+30,-4.95914e+30,-4.8611e+30,-4.66195e+30,-4.36759e+30,-3.98592e+30,-3.52677e+30,-3.00154e+30,-2.42307e+30,-1.80516e+30,-1.16248e+30,-5.1001e+29,1.3712e+29,7.64124e+29,1.35674e+30,1.90171e+30,2.38692e+30,2.8018e+30,3.13745e+30,3.38694e+30,3.54534e+30,3.60994e+30,3.5802e+30,3.45783e+30,3.2467e+30,2.95277e+30,2.5839e+30,2.14973e+30,1.6614e+30,1.13132e+30,5.72838e+29,0
1,-1.48263e+30,-2.93712e+30,-4.33582e+30,-5.65234e+30,-6.86178e+30,-7.94164e+30,-8.87176e+30,-9.63529e+30,-1.02184e+31,-1.06113e+31,-1.08077e+31,-1.08053e+31,-1.06058e+31,-1.0215e+31,-9.64203e+30,-8.90013e+30,-8.00535e+30,-6.97712e+30,-5.837e+30,-4.60902e+30,-3.31843e+30,-1.99181e+30,-6.56026e+29,6.6195e+29,1.93591e+30,3.14068e+30,4.25284e+30,5.25104e+30,6.11655e+30,6.83356e+30,7.38946e+30,7.77522e+30,7.98531e+30,8.01809e+30,7.87547e+30,7.56323e+30,7.09042e+30,6.46963e+30,5.7162e+30,4.84835e+30,3.8863e+30,2.85231e+30,1.76971e+30,6.62821e+29,-4.43923e+29,-1.5262e+30,-2.56057e+30,-3.52476e+30,-4.39831e+30,-5.16283e+30,-5.80251e+30,-6.30436e+30,-6.6585e+30,-6.85834e+30,-6.90068e+30,-6.78578e+30,-6.51727e+30,-6.10218e+30,-5.55054e+30,-4.87539e+30,-4.09226e+30,-3.219e+30,-2.27518e+30,-1.28186e+30,-2.60961e+29,7.6511e+29,1.77403e+30,2.74398e+30,3.65413e+30,4.48511e+30,5.21938e+30,5.84165e+30,6.3391e+30,6.70177e+30,6.92262e+30,6.9978e+30,6.92655e+30,6.71137e+30,6.35776e+30,5.87428e+30,5.27211e+30,4.56503e+30,3.76886e+30,2.90135e+30,1.9815e+30,1.02943e+30,6.56615e+28,-8.89119e+29,-1.81467e+30,-2.69153e+30,-3.5015e+30,-4.22799e+30,-4.85642e+30,-5.37447e+30,-5.77238e+30,-6.04311e+30,-6.1825e+30,-6.18934e+30,-6.06531e+30,-5.81505e+30,-5.44588e+30,-4.96776e+30,-4.39291e+30,-3.73566e+30,-3.01196e+30,-2.23919e+30,-1.43555e+30,-6.19885e+29,1.89006e+29,9.72548e+29,1.71302e+30,2.39376e+30,2.99972e+30,3.51764e+30,3.93645e+30,4.24745e+30,4.44454e+30,4.52428e+30,4.48606e+30,4.332e+30,4.06696e+30,3.69837e+30,3.23609e+30,2.69216e+30,2.08051e+30,1.41666e+30,7.17306e+29,0
1,-1.76955e+30,-3.50539e+30,-5.17458e+30,-6.7454e+30,-8.18828e+30,-9.47602e+30,-1.05849e+31,-1.14943e+31,-1.21882e+31,-1.26545e+31,-1.2886e+31,-1.28797e+31,-1.26379e+31,-1.21673e+31,-1.14792e+31,-1.05891e+31,-9.51661e+30,-8.28458e+30,-6.91926e+30,-5.44902e+30,-3.90444e+30,-2.31705e+30,-7.19251e+29,8.5689e+29,2.37984e+30,3.8196e+30,5.14808e+30,6.33979e+30,7.37233e+30,8.22677e+30,8.88815e+30,9.34554e+30,9.59256e+30,9.62708e+30,9.45166e+30,9.07302e+30,8.5023e+30,7.75436e+30,6.84787e+30,5.80442e+30,4.64854e+30,3.40665e+30,2.10695e+30,7.78385e+29,-5.49585e+29,-1.84798e+30,-3.08859e+30,-4.24484e+30,-5.29214e+30,-6.20855e+30,-6.9751e+30,-7.57628e+30,-8.00026e+30,-8.23917e+30,-8.28922e+30,-8.15072e+30,-7.82813e+30,-7.32977e+30,-6.66784e+30,-5.85785e+30,-4.91856e+30,-3.87126e+30,-2.73954e+30,-1.54855e+30,-3.24656e+29,9.05357e+29,2.11468e+30,3.27718e+30,4.36791e+30,5.36364e+30,6.2434e+30,6.98881e+30,7.58461e+30,8.01878e+30,8.28301e+30,8.37259e+30,8.28675e+30,8.02839e+30,7.60425e+30,7.02447e+30,6.30261e+30,5.45507e+30,4.50096e+30,3.46143e+30,2.3594e+30,1.21887e+30,6.45426e+28,-1.07887e+30,-2.18703e+30,-3.23668e+30,-4.20596e+30,-5.07504e+30,-5.82643e+30,-6.44539e+30,-6.92025e+30,-7.24257e+30,-7.40741e+30,-7.4133e+30,-7.26236e+30,-6.96008e+30,-6.51535e+30,-5.94005e+30,-5.24895e+30,-4.45915e+30,-3.5899e+30,-2.66194e+30,-1.69724e+30,-7.18259e+29,2.52312e+29,1.19231e+30,2.08038e+30,2.89664e+30,3.62295e+30,4.2435e+30,4.74495e+30,5.11692e+30,5.35207e+30,5.44633e+30,5.39894e+30,5.21248e+30,4.89278e+30,4.44877e+30,3.8923e+30,3.23782e+30,2.50206e+30,1.70363e+30,8.62589e+29,0
1,-2.05135e+30,-4.06357e+30,-5.99827e+30,-7.81874e+30,-9.49041e+30,-1.0982e+31,-1.22655e+31,-1.33175e+31,-1.41189e+31,-1.4656e+31,-1.49201e+31,-1.49084e+31,-1.46229e+31,-1.40719e+31,-1.32682e+31,-1.22303e+31,-1.09805e+31,-9.54596e+30,-7.95673e+30,-6.24626e+30,-4.44973e+30,-2.60418e+30,-7.46989e+29,1.08429e+30,2.85321e+30,4.52473e+30,6.06629e+30,7.44826e+30,8.64458e+30,9.63334e+30,1.03971e+31,1.09233e+31,1.12045e+31,1.12383e+31,1.10277e+31,1.05808e+31,9.91027e+30,9.03381e+30,7.97289e+30,6.753e+30,5.40244e+30,3.95227e+30,2.4351e+30,8.84884e+29,-6.64283e+29,-2.17846e+30,-3.62497e+30,-4.97275e+30,-6.19328e+30,-7.26096e+30,-8.15378e+30,-8.85368e+30,-9.34693e+30,-9.62441e+30,-9.68172e+30,-9.51932e+30,-9.14235e+30,-8.56067e+30,-7.78837e+30,-6.84373e+30,-5.74846e+30,-4.52753e+30,-3.20833e+30,-1.82028e+30,-3.93991e+29,1.03922e+30,2.44819e+30,3.80244e+30,5.07294e+30,6.23264e+30,7.25708e+30,8.12495e+30,8.81839e+30,9.32355e+30,9.63063e+30,9.73431e+30,9.63359e+30,9.33203e+30,8.83735e+30,8.16155e+30,7.32029e+30,6.33286e+30,5.2214e+30,4.01071e+30,2.72737e+30,1.39947e+30,5.56932e+28,-1.27506e+30,-2.56455e+30,-3.78557e+30,-4.91277e+30,-5.92298e+30,-6.79589e+30,-7.51433e+30,-8.06471e+30,-8.43727e+30,-8.62624e+30,-8.63e+30,-8.45096e+30,-8.09567e+30,-7.57442e+30,-6.90118e+30,-6.09308e+30,-5.17022e+30,-4.15491e+30,-3.07151e+30,-1.94548e+30,-8.03171e+29,3.29099e+29,1.42536e+30,2.46082e+30,3.4122e+30,4.25847e+30,4.98108e+30,5.56461e+30,5.99688e+30,6.2694e+30,6.3774e+30,6.32005e+30,6.10035e+30,5.72512e+30,5.20481e+30,4.55324e+30,3.78728e+30,2.92646e+30,1.9925e+30,1.00883e+30,0
1,-2.32736e+30,-4.61016e+30,-6.80483e+30,-8.86943e+30,-1.07649e+31,-1.24553e+31,-1.39092e+31,-1.50995e+31,-1.60051e+31,-1.66098e+31,-1.69043e+31,-1.68848e+31,-1.65545e+31,-1.5922e+31,-1.50027e+31,-1.38169e+31,-1.23908e+31,-1.07548e+31,-8.94361e+30,-6.99485e+30,-4.94909e+30,-2.8481e+30,-7.34791e+29,1.34836e+30,3.35961e+30,5.25927e+30,7.01017e+30,8.57864e+30,9.93508e+30,1.10545e+31,1.19172e+31,1.25089e+31,1.28212e+31,1.28515e+31,1.26033e+31,1.20856e+31,1.13135e+31,1.03067e+31,9.0901e+30,7.69256e+30,6.14668e+30,4.4876e+30,2.75283e+30,9.8083e+29,-7.89255e+29,-2.51894e+30,-4.17079e+30,-5.70953e+30,-7.10257e+30,-8.32081e+30,-9.33915e+30,-1.0137e+31,-1.06989e+31,-1.10143e+31,-1.10784e+31,-1.08916e+31,-1.046e+31,-9.79482e+30,-8.91224e+30,-7.833e+30,-6.58211e+30,-5.18791e+30,-3.68182e+30,-2.09732e+30,-4.69453e+29,1.16615e+30,2.77384e+30,4.31892e+30,5.76822e+30,7.09092e+30,8.25916e+30,9.24858e+30,1.00389e+31,1.06143e+31,1.09638e+31,1.1081e+31,1.09652e+31,1.06203e+31,1.00552e+31,9.28349e+30,8.32331e+30,7.19648e+30,5.92849e+30,4.54745e+30,3.08392e+30,1.56979e+30,3.79382e+28,-1.47878e+30,-2.94804e+30,-4.33889e+30,-5.62235e+30,-6.77205e+30,-7.7648e+30,-8.58106e+30,-9.20537e+30,-9.62659e+30,-9.83823e+30,-9.83841e+30,-9.63003e+30,-9.22049e+30,-8.6217e+30,-7.84953e+30,-6.92371e+30,-5.86706e+30,-4.70527e+30,-3.46598e+30,-2.17848e+30,-8.72686e+29,4.21168e+29,1.67357e+30,2.85608e+30,3.94224e+30,4.90791e+30,5.73204e+30,6.39693e+30,6.88878e+30,7.19783e+30,7.31873e+30,7.25049e+30,6.9966e+30,6.56485e+30,5.96723e+30,5.21952e+30,4.34103e+30,3.35409e+30,2.28354e+30,1.15614e+30,0
1,-2.59686e+30,-5.14389e+30,-7.59219e+30,-9.89503e+30,-1.20084e+31,-1.38924e+31,-1.55116e+31,-1.6836e+31,-1.78415e+31,-1.85108e+31,-1.88326e+31,-1.88035e+31,-1.84264e+31,-1.77118e+31,-1.66762e+31,-1.53432e+31,-1.37415e+31,-1.19057e+31,-9.87428e+30,-7.68992e+30,-5.3976e+30,-3.04458e+30,-6.78561e+29,1.65254e+30,3.90222e+30,6.02584e+30,7.98192e+30,9.73273e+30,1.12451e+31,1.24913e+31,1.3449e+31,1.41026e+31,1.44425e+31,1.44662e+31,1.41774e+31,1.35867e+31,1.27106e+31,1.15718e+31,1.0198e+31,8.6218e+30,6.87964e+30,5.01131e+30,3.0586e+30,1.065e+30,-9.25831e+29,-2.87046e+30,-4.72708e+30,-6.456e+30,-8.02074e+30,-9.38865e+30,-1.05316e+31,-1.14266e+31,-1.20562e+31,-1.24089e+31,-1.24791e+31,-1.22676e+31,-1.1781e+31,-1.10321e+31,-1.00392e+31,-8.82557e+30,-7.41929e+30,-5.85238e+30,-4.15998e+30,-2.37985e+30,-5.51231e+29,1.28574e+30,3.09114e+30,4.82593e+30,6.45293e+30,7.93754e+30,9.24848e+30,1.03585e+31,1.12448e+31,1.18897e+31,1.22807e+31,1.24112e+31,1.22798e+31,1.18914e+31,1.12558e+31,1.03885e+31,9.30976e+30,8.04425e+30,6.62043e+30,5.07015e+30,3.42751e+30,1.72855e+30,1.00274e+28,-1.69102e+30,-3.33839e+30,-4.89727e+30,-6.33517e+30,-7.62249e+30,-8.73323e+30,-9.64547e+30,-1.03419e+31,-1.081e+31,-1.10426e+31,-1.10377e+31,-1.07985e+31,-1.03334e+31,-9.65583e+30,-8.78376e+30,-7.73926e+30,-6.54818e+30,-5.23926e+30,-3.84376e+30,-2.39446e+30,-9.25174e+29,5.30282e+29,1.93856e+30,3.26785e+30,4.48828e+30,5.57284e+30,6.49779e+30,7.24333e+30,7.79388e+30,8.1386e+30,8.2714e+30,8.19127e+30,7.90212e+30,7.41277e+30,6.7367e+30,5.89171e+30,4.89953e+30,3.78529e+30,2.57696e+30,1.30466e+30,0
